fold,model,city,mae,rmse,mape
1,xrfm_cases_climate_sst,São Paulo,62.026111309344955,92.83601390245424,27.394475716306587
1,xrfm_cases_climate_sst,Vitória,21.59611595593966,32.97670850638208,36.04517972608843
2,baseline,Belo Horizonte,3397.9622641509436,6094.985387014847,1045.4254001872428
2,baseline,Rio de Janeiro,526.4150943396227,947.0725301467098,583.1435069030613
2,baseline,São Paulo,108.67924528301887,146.6015006744474,97.59113132557289
2,baseline,Vitória,65.08490566037736,106.03428156933269,193.74734599882945
2,sarima,Vitória,67.78086478032665,82.16460649823375,229.16358712788755
2,sarima,Belo Horizonte,1167.9271813610633,1904.9243833805667,460.5967750656036
2,sarima,Rio de Janeiro,405.07440697422277,613.5291126783474,559.6710379215066
2,sarima,São Paulo,180.12004905817432,200.84435306626187,99.17654358589542
2,xgb_cases_only,Belo Horizonte,49.198577017154335,81.50216211700675,18.797314777313623
2,xgb_cases_only,Rio de Janeiro,24.689135425495653,37.74452487588982,28.83384009888563
2,xgb_cases_only,São Paulo,47.94989272783388,94.55847646105364,28.787341338062294
2,xgb_cases_only,Vitória,12.88189686469312,19.402496063065044,45.46074877665187
2,xgb_cases_climate,Belo Horizonte,40.15143138957473,71.31665360525542,18.080813554228993
2,xgb_cases_climate,Rio de Janeiro,23.464108880960715,36.987893238542334,27.828142805724493
2,xgb_cases_climate,São Paulo,48.806103112562646,103.50332534474217,29.00527058888639
2,xgb_cases_climate,Vitória,16.01020802191968,23.843127013721325,59.21043926466365
2,xgb_cases_climate_sst,Belo Horizonte,46.50402385783645,80.26355486633896,20.54446999159448
2,xgb_cases_climate_sst,Rio de Janeiro,19.65550955286566,31.47661851204208,26.220635459124765
2,xgb_cases_climate_sst,São Paulo,48.07977424477631,100.06670742984112,27.698659129849247
2,xgb_cases_climate_sst,Vitória,13.791205244244269,18.899775890528616,53.135523223637115
2,xrfm_cases_only,Belo Horizonte,46.47302231698666,77.1372877484628,18.165592506894864
2,xrfm_cases_only,Rio de Janeiro,18.38937845769918,27.76244681709124,25.94870911601785
2,xrfm_cases_only,São Paulo,50.169624904416644,94.69031261704389,30.2145133456267
2,xrfm_cases_only,Vitória,15.422804958415481,20.562115786946993,56.41520992710224
2,xrfm_cases_climate,Belo Horizonte,39.64130667920382,63.90855996925854,17.087419898062773
2,xrfm_cases_climate,Rio de Janeiro,18.37357589433778,26.51102063399405,27.43972253609791
2,xrfm_cases_climate,São Paulo,49.34900521332363,87.77790724521336,29.976863189238635
2,xrfm_cases_climate,Vitória,14.24747074774976,18.12651067152373,56.355359944313456
2,xrfm_cases_climate_sst,Belo Horizonte,29.056685609637565,39.34017315231504,13.611230617781583
2,xrfm_cases_climate_sst,Rio de Janeiro,16.332653981334758,24.728102745047558,22.313775693239254
2,xrfm_cases_climate_sst,São Paulo,41.37550778658885,79.69925559281829,22.9380470431124
2,xrfm_cases_climate_sst,Vitória,11.935803197464853,17.027590157489776,42.47568725779693
3,baseline,Belo Horizonte,80.28846153846153,112.04557795139235,48.49197223004041
3,baseline,Rio de Janeiro,91.15384615384616,115.27842549503956,60.41367252864484
3,baseline,São Paulo,142.90384615384616,200.82948182284085,68.96017974900907
3,baseline,Vitória,17.5,25.321015898929613,47.13757848508892
3,sarima,Vitória,16.282490295536263,23.660193681139354,41.20709222914269
3,sarima,Belo Horizonte,714.6138033996667,981.3957609240465,660.7152157874874
3,sarima,Rio de Janeiro,77.60137021974032,110.00249303373799,48.183676168382334
